matric_number,entry_mode_code,socio_band_code,prior_cgpa,ca_mean,ca_variance,momentum,attendance_rate,clicks_total,duration_total_min,resource_breadth,submission_timeliness,engagement_index,forum_posts_count,login_frequency,is_at_risk
MAT-2024-0486,0,2,2.21,48.92,4.16,-1.6,72.07,250,710.75,10,-35.24,129.83,2,21,1
MAT-2024-0487,1,1,2.78,55.27,16.74,0.7,65.96,237,714.94,11,-13.65,121.98,6,23,0
MAT-2024-0488,0,1,2.86,55.19,12.08,0.44,89.98,246,727.06,10,29.57,135.39,5,15,1
MAT-2024-0489,1,1,3.11,60.1,21.09,-0.19,81.23,225,382.51,10,19.6,123.49,4,22,0
MAT-2024-0490,0,0,3.54,72.67,10.19,-0.15,79.98,257,455.86,11,30.72,135.59,3,19,0
MAT-2024-0491,0,1,2.71,55.62,8.26,0.31,74.4,251,472.53,1,10.83,132.96,9,24,0
MAT-2024-0492,0,2,2.9,61.33,0.0,-0.53,69.94,257,767.34,9,-26.96,131.98,5,20,1
MAT-2024-0493,0,0,3.36,65.33,6.01,-0.1,26.85,223,412.93,3,-42.84,102.34,2,24,0
MAT-2024-0494,0,0,2.92,62.43,14.15,-1.63,65.56,233,405.29,11,27.43,120.22,4,16,0
MAT-2024-0495,2,2,2.88,51.93,5.53,0.84,77.7,247,861.53,2,-14.59,132.48,4,18,1
MAT-2024-0496,0,1,3.97,78.78,4.05,2.17,64.68,221,682.96,6,10.41,116.07,0,21,0
MAT-2024-0497,1,1,1.01,24.75,24.16,-2.34,55.66,267,769.7,4,-9.9,131.26,8,18,1
MAT-2024-0498,0,1,2.93,50.67,9.61,-1.77,87.27,258,496.98,3,-41.51,140.51,5,21,0
MAT-2024-0499,0,2,2.23,45.23,18.55,-0.31,66.34,254,583.38,14,-42.11,128.34,8,20,1
MAT-2024-0500,0,2,4.0,82.17,11.58,0.65,72.07,244,620.86,13,19.56,126.83,8,15,0
MAT-2024-0501,0,2,3.39,60.33,11.08,1.0,45.65,245,541.79,2,19.55,118.86,5,12,0
MAT-2024-0502,2,1,1.67,33.93,9.14,0.7,76.57,253,832.03,2,-2.26,134.43,4,25,1
MAT-2024-0503,0,2,3.35,73.17,6.96,-0.36,68.38,236,695.09,2,10.85,124.35,7,17,0
MAT-2024-0504,0,2,1.4,32.27,13.43,-1.51,61.6,256,737.59,12,-3.76,127.64,2,25,1
MAT-2024-0505,0,1,2.41,50.0,8.58,0.53,36.58,240,717.25,3,12.83,113.03,5,29,1
MAT-2024-0506,1,1,2.69,51.89,11.44,0.59,78.65,261,858.85,3,5.62,138.26,4,24,0
MAT-2024-0507,2,1,2.97,56.71,18.16,0.98,85.33,262,571.85,10,-9.48,139.93,2,20,0
MAT-2024-0508,0,1,3.02,66.5,3.42,1.28,55.14,247,505.65,10,14.95,121.86,6,22,0
MAT-2024-0509,0,1,3.38,76.83,14.06,0.91,50.3,231,456.01,8,11.32,113.92,3,18,0
MAT-2024-0510,0,1,2.5,73.33,0.0,0.05,83.94,245,686.38,9,53.54,132.78,7,28,0
MAT-2024-0511,0,2,3.18,58.42,4.15,-1.83,54.75,240,556.36,6,17.14,119.7,2,21,1
MAT-2024-0512,0,1,2.76,69.67,0.04,0.44,65.36,253,584.6,10,16.38,128.34,7,19,0
MAT-2024-0513,1,2,2.56,60.07,13.51,-0.53,89.35,240,390.72,6,20.75,133.54,6,27,0
MAT-2024-0514,0,0,3.26,71.33,12.12,-0.73,83.38,271,561.05,10,-9.87,142.75,4,20,0
MAT-2024-0515,0,1,3.06,58.89,3.15,1.53,52.88,219,358.51,2,23.67,111.35,7,20,0
MAT-2024-0516,1,2,1.79,52.33,0.0,1.65,63.61,242,383.03,11,-35.64,123.04,4,15,0
MAT-2024-0517,0,0,2.7,69.67,0.0,-0.01,53.83,253,784.24,7,5.49,124.33,1,19,0
MAT-2024-0518,1,1,4.0,72.56,12.49,-2.67,67.28,254,756.3,5,-23.72,130.51,4,18,0
MAT-2024-0519,0,0,2.57,45.33,0.64,-0.76,54.97,238,748.36,1,-9.98,119.99,4,17,1
MAT-2024-0520,0,0,2.88,61.0,27.1,-1.09,87.61,277,511.39,12,-16.36,146.44,5,20,0
MAT-2024-0521,0,1,1.68,41.33,36.7,1.47,22.05,248,460.1,1,2.62,110.82,10,23,1
MAT-2024-0522,2,0,2.7,45.39,4.51,-1.61,65.09,259,617.02,9,31.32,130.84,4,11,0
MAT-2024-0523,2,1,3.67,68.91,11.35,1.14,71.76,236,646.98,11,-34.52,123.9,3,24,0
MAT-2024-0524,0,0,3.25,71.83,1.48,-1.58,94.74,269,427.59,8,-3.36,146.9,8,11,0
MAT-2024-0525,0,1,3.26,60.58,8.02,-0.98,47.72,232,482.83,13,-63.26,112.29,4,20,0
MAT-2024-0526,1,1,2.18,47.0,4.84,0.05,55.28,241,483.31,8,-40.2,119.91,4,25,1
MAT-2024-0527,0,1,2.93,56.0,20.54,0.59,40.48,238,576.91,10,10.31,112.39,4,27,1
MAT-2024-0528,1,1,4.0,82.67,5.09,1.01,97.05,257,753.86,14,-2.09,141.82,6,30,0
MAT-2024-0529,0,2,1.67,36.13,9.16,0.87,47.41,244,782.23,13,15.54,116.96,2,13,1
MAT-2024-0530,0,2,2.53,55.75,6.48,0.73,78.75,258,583.87,8,17.35,136.1,5,23,0
MAT-2024-0531,0,1,2.88,64.72,2.84,0.29,44.64,241,548.48,7,-29.04,115.86,4,18,1
MAT-2024-0532,1,2,2.81,37.67,0.0,1.64,37.57,275,521.17,4,5.56,127.23,3,13,1
MAT-2024-0533,0,2,2.35,55.33,22.06,0.02,40.7,239,737.7,12,15.44,112.48,1,18,1
MAT-2024-0534,0,1,2.5,46.67,2.25,-0.5,78.82,285,769.42,14,-29.11,145.73,5,22,1
MAT-2024-0535,0,2,1.93,33.17,10.77,-1.37,62.48,244,654.17,9,27.21,123.79,9,16,1
MAT-2024-0536,0,1,1.87,38.64,22.73,1.04,23.07,232,391.24,13,-2.17,102.43,5,23,1
MAT-2024-0537,2,1,2.28,39.17,0.2,0.41,84.02,271,690.8,14,-26.31,142.21,5,12,1
MAT-2024-0538,0,1,3.67,69.17,0.9,-0.53,91.97,202,462.63,9,-3.56,118.79,4,23,0
MAT-2024-0539,0,0,2.18,60.0,0.0,-1.75,54.13,247,612.76,3,-33.55,122.85,4,17,1
MAT-2024-0540,0,2,3.3,66.77,35.51,-0.77,33.98,251,639.42,7,-53.9,115.59,6,25,1
MAT-2024-0541,0,1,2.85,69.0,26.41,-0.55,57.53,261,416.63,11,18.35,128.21,0,16,0
MAT-2024-0542,0,1,2.42,59.11,8.42,1.32,33.88,240,381.47,6,2.38,111.35,6,20,1
MAT-2024-0543,0,1,2.83,57.3,6.99,-0.3,97.0,255,431.45,4,11.59,143.0,5,17,0
MAT-2024-0544,0,1,2.14,39.78,0.25,2.8,77.93,257,466.57,11,10.34,134.77,11,15,1
MAT-2024-0545,0,2,2.49,48.07,20.59,-0.71,48.77,235,594.19,1,16.39,116.31,7,20,1
MAT-2024-0546,2,2,2.19,34.44,16.24,0.62,62.05,264,701.26,13,-7.08,130.82,4,24,1
MAT-2024-0547,2,0,3.26,62.33,0.0,1.22,59.89,262,473.61,8,21.56,130.16,4,20,0
MAT-2024-0548,0,1,2.69,60.2,12.6,-0.17,88.27,250,669.22,13,-48.36,135.71,7,14,0
MAT-2024-0549,0,0,2.87,69.33,0.01,0.53,61.69,286,469.42,11,30.63,139.88,8,24,0
MAT-2024-0550,2,1,2.85,59.42,1.3,-0.31,48.98,274,617.32,14,-20.78,129.39,6,23,0
MAT-2024-0551,1,0,1.5,27.4,16.15,0.29,79.26,236,591.93,7,10.07,127.7,9,18,1
MAT-2024-0552,0,1,3.85,74.61,14.48,1.05,55.18,274,693.34,10,30.38,132.67,6,23,1
MAT-2024-0553,0,2,2.43,43.78,11.91,-0.35,16.21,232,760.78,11,-2.83,100.08,5,23,1
MAT-2024-0554,1,1,2.81,43.0,0.0,-0.57,95.07,270,491.63,2,-1.79,148.63,2,17,0
MAT-2024-0555,2,2,2.76,51.38,18.12,0.42,52.83,273,648.87,5,-13.4,132.33,7,18,0
MAT-2024-0556,1,0,3.43,68.33,10.7,1.24,55.65,237,695.65,13,13.29,117.46,5,21,0
MAT-2024-0557,2,1,2.95,57.48,4.82,1.63,62.4,255,673.33,4,25.7,129.16,3,29,0
MAT-2024-0558,1,1,2.46,48.0,24.32,-0.61,75.3,250,444.02,9,9.18,131.32,7,22,0
MAT-2024-0559,2,1,3.51,61.58,7.4,-0.07,83.1,266,517.62,14,-20.99,139.84,4,17,0
MAT-2024-0560,1,2,2.7,40.22,0.04,0.09,46.15,236,698.06,14,-19.84,113.06,11,16,1
MAT-2024-0561,0,0,2.41,57.0,17.13,-0.58,89.43,235,689.55,11,-15.82,130.57,3,17,1
MAT-2024-0562,2,2,2.44,51.27,13.12,-0.33,41.33,237,754.24,8,32.8,112.73,7,16,1
MAT-2024-0563,1,2,3.02,52.33,3.78,-0.72,83.16,233,548.31,7,41.94,128.06,4,25,0
MAT-2024-0564,1,1,2.84,60.08,6.7,1.14,77.41,260,616.7,9,-5.05,136.16,6,21,0
MAT-2024-0565,1,0,2.91,62.24,12.79,1.38,40.42,255,587.24,10,1.79,119.17,2,29,0
MAT-2024-0566,0,1,1.83,45.0,7.29,-0.91,67.78,238,699.74,5,23.86,124.31,6,24,1
MAT-2024-0567,1,0,3.26,56.0,0.0,-1.49,61.92,253,844.05,10,-16.73,126.97,5,13,0
MAT-2024-0568,0,0,1.87,36.0,5.29,0.89,55.39,230,395.89,4,-0.39,116.36,7,20,1
MAT-2024-0569,0,0,2.1,41.57,16.96,-0.56,50.93,239,834.53,10,-1.31,116.97,1,20,1
MAT-2024-0570,1,1,2.84,66.67,0.0,0.64,72.05,250,586.59,13,-5.94,129.22,0,20,0
MAT-2024-0571,1,1,2.82,86.33,0.0,-0.94,72.65,235,499.41,13,35.16,123.46,3,21,0
MAT-2024-0572,1,1,2.8,48.73,15.31,0.36,56.96,269,501.8,7,1.92,131.98,5,19,1
MAT-2024-0573,0,1,3.32,73.67,34.01,-1.58,76.58,275,692.31,4,-31.64,142.83,8,16,0
MAT-2024-0574,0,1,2.79,45.5,0.2,0.18,74.4,251,602.74,5,-17.99,132.16,6,23,1
MAT-2024-0575,1,2,1.9,37.27,15.05,0.3,39.08,244,498.36,9,-30.68,114.43,4,18,1
MAT-2024-0576,1,2,3.17,63.0,7.15,-0.88,66.23,244,607.5,10,-20.63,125.09,4,20,0
MAT-2024-0577,0,1,3.79,67.33,29.07,2.11,56.87,267,679.59,14,-21.64,129.75,5,23,0
MAT-2024-0578,2,0,3.71,74.0,0.0,0.87,68.25,229,585.86,13,18.31,119.3,8,31,0
MAT-2024-0579,0,1,3.57,72.83,15.49,-0.33,63.13,255,482.76,7,-10.34,128.85,6,16,0
MAT-2024-0580,2,1,3.09,60.75,0.91,-0.21,73.66,233,656.17,7,44.77,124.26,6,23,1
MAT-2024-0581,0,1,2.86,54.18,21.28,1.52,52.26,255,665.96,8,31.05,124.3,3,16,1
MAT-2024-0582,0,1,2.26,48.33,20.62,-0.72,62.8,235,486.18,14,-41.24,119.32,3,17,1
MAT-2024-0583,1,1,2.15,44.12,7.83,-0.13,91.25,252,666.79,6,6.96,139.1,5,25,1
MAT-2024-0584,2,1,2.18,43.85,7.41,0.13,19.85,238,556.56,8,38.45,104.54,5,27,1
MAT-2024-0585,0,0,1.81,41.78,9.05,1.49,75.5,275,478.71,5,-15.53,142.2,1,21,1
MAT-2024-0586,0,0,3.62,66.0,0.0,0.58,54.42,244,447.28,7,16.21,120.97,2,25,0
MAT-2024-0587,0,0,2.92,59.7,5.47,0.59,70.04,260,870.62,5,-46.92,134.02,6,22,1
MAT-2024-0588,1,1,2.16,34.08,7.27,-0.18,87.59,249,797.51,12,14.27,135.24,4,23,0
MAT-2024-0589,2,0,3.1,65.48,18.12,-0.09,67.8,250,387.03,14,-60.48,127.32,5,17,0
MAT-2024-0590,2,1,2.72,64.83,0.72,0.45,34.0,238,809.35,14,-0.58,109.0,7,18,0
MAT-2024-0591,1,2,3.6,71.26,17.19,0.9,33.31,259,759.57,9,-38.02,118.12,3,25,1
MAT-2024-0592,0,0,3.8,77.37,13.44,1.48,51.97,250,398.26,14,-41.59,120.99,4,21,0
MAT-2024-0593,0,1,2.79,56.83,0.2,1.79,59.67,262,855.63,8,-18.51,130.07,6,27,1
MAT-2024-0594,0,2,2.57,60.0,7.47,1.39,95.22,247,650.97,12,-5.5,137.49,5,16,1
MAT-2024-0595,0,0,3.1,63.79,11.94,1.16,75.22,266,569.56,9,-27.73,137.69,5,15,0
MAT-2024-0596,0,0,2.44,44.38,14.73,-1.05,52.6,239,365.36,12,-10.67,117.24,2,13,1
MAT-2024-0597,1,0,2.21,30.67,0.0,0.16,62.56,248,421.05,13,-63.87,124.62,6,21,1
MAT-2024-0598,2,2,2.25,52.67,14.29,0.45,84.48,250,478.33,1,-14.44,136.59,7,22,1
MAT-2024-0599,2,0,2.85,64.11,8.7,-0.43,40.69,261,541.51,7,-46.16,122.28,6,24,1
MAT-2024-0600,0,0,2.4,46.11,4.19,-1.21,56.45,227,659.35,1,0.73,116.18,9,22,1
MAT-2024-0601,0,0,3.91,74.79,15.91,0.9,72.81,257,497.56,6,28.49,133.72,2,16,0
MAT-2024-0602,0,1,3.16,74.17,18.06,0.35,70.71,244,445.82,1,-14.7,128.68,5,27,0
MAT-2024-0603,1,1,2.89,54.96,16.26,-1.44,57.69,255,779.27,6,-16.12,126.88,7,24,1
MAT-2024-0604,0,2,3.19,65.25,10.64,-0.33,85.88,230,772.65,13,-27.1,126.75,7,26,0
MAT-2024-0605,0,1,2.4,56.42,25.66,0.13,72.97,229,655.48,3,13.79,123.19,6,20,0
MAT-2024-0606,0,2,3.32,69.67,14.3,0.31,51.33,246,464.96,6,24.69,120.73,9,20,0
MAT-2024-0607,0,2,2.15,45.97,7.46,0.1,91.03,232,669.21,9,-9.57,130.41,6,20,1
MAT-2024-0608,0,1,2.76,56.33,12.4,0.66,59.2,260,649.04,8,-21.21,129.08,7,24,1
MAT-2024-0609,0,2,1.9,43.92,17.54,-2.82,63.84,276,823.51,14,-28.54,136.14,5,11,1
MAT-2024-0610,1,2,2.03,38.73,2.71,0.48,59.72,255,588.84,3,-3.23,128.29,9,25,1
MAT-2024-0611,0,2,3.22,68.5,6.15,-0.1,18.69,251,576.2,13,10.55,108.28,0,21,0
MAT-2024-0612,1,1,3.41,65.4,18.2,-0.16,61.38,263,804.72,13,-23.1,130.15,2,7,0
MAT-2024-0613,0,1,3.27,64.67,10.77,-2.07,81.22,215,449.32,4,-10.51,120.69,4,27,0
MAT-2024-0614,1,0,2.01,37.52,8.9,1.3,69.41,272,703.35,14,-10.61,136.76,8,19,1
MAT-2024-0615,1,2,3.11,58.43,7.8,0.67,66.12,257,660.69,3,-21.98,131.65,3,15,0
MAT-2024-0616,1,0,3.65,73.8,10.03,1.18,89.98,260,882.88,13,13.71,140.39,2,15,0
MAT-2024-0617,1,0,1.66,37.11,8.6,-1.01,92.67,260,771.84,9,-14.45,142.27,4,22,1
MAT-2024-0618,1,2,1.71,40.07,16.84,0.43,82.79,241,638.43,9,-22.46,130.72,2,23,1
MAT-2024-0619,0,1,3.33,71.29,9.34,-0.06,57.3,247,398.58,4,-20.29,123.92,4,21,0
MAT-2024-0620,0,0,2.35,50.17,2.89,0.78,31.7,245,740.61,12,27.44,111.28,5,14,1
MAT-2024-0621,1,1,3.53,67.79,8.56,-0.49,32.04,230,692.46,1,-16.51,107.62,1,19,0
MAT-2024-0622,0,2,2.66,57.2,10.6,-1.25,50.06,242,704.72,10,-29.97,117.82,10,23,1
MAT-2024-0623,1,2,2.37,45.67,7.01,0.27,46.28,257,746.58,8,51.44,122.71,5,20,0
MAT-2024-0624,0,2,2.95,58.22,11.69,0.52,50.57,278,748.97,12,-52.32,132.03,6,25,0
MAT-2024-0625,0,1,2.83,64.92,3.45,-0.34,27.25,246,623.25,12,-22.7,109.9,6,21,1
MAT-2024-0626,0,0,2.83,58.0,7.84,0.33,68.93,237,571.34,1,-16.98,125.17,5,24,0
MAT-2024-0627,0,1,2.09,45.63,25.39,-1.48,57.84,248,650.59,14,-41.35,122.54,5,26,1
MAT-2024-0628,0,1,3.02,59.46,9.3,-1.06,66.63,233,518.09,10,-30.32,120.85,7,24,0
MAT-2024-0629,1,0,2.92,67.56,18.35,1.7,44.26,259,742.47,8,18.27,122.7,4,19,0
MAT-2024-0630,2,1,3.66,72.33,2.69,-0.08,62.91,256,831.51,6,-25.63,129.36,5,23,0
MAT-2024-0631,0,0,2.49,48.67,31.36,-0.04,64.82,233,745.77,6,1.61,120.93,3,29,1
MAT-2024-0632,0,0,2.46,53.95,2.47,1.03,75.76,264,739.29,2,23.76,138.5,6,24,1
MAT-2024-0633,0,2,2.69,49.33,0.0,1.0,89.88,264,512.81,3,-14.21,143.95,8,21,0
MAT-2024-0634,2,1,3.09,40.92,21.28,0.24,81.64,264,580.97,11,-35.76,139.06,4,26,1
MAT-2024-0635,2,0,3.06,60.93,4.57,0.78,38.89,271,525.6,7,63.55,125.56,3,28,0
MAT-2024-0636,0,0,3.12,53.56,39.26,-1.15,27.93,238,517.1,10,23.77,107.37,8,21,1
MAT-2024-0637,1,2,3.88,81.43,10.88,1.75,57.29,251,683.98,7,7.98,124.92,4,23,0
MAT-2024-0638,0,2,3.99,87.29,7.02,1.34,81.51,252,486.01,14,19.08,133.6,4,15,0
MAT-2024-0639,0,1,2.6,48.29,8.76,-0.38,65.54,273,671.26,3,12.84,137.82,5,19,0
MAT-2024-0640,0,1,2.65,54.78,10.51,0.16,81.89,221,540.79,9,11.29,122.36,4,21,1
MAT-2024-0641,2,1,2.63,63.67,0.0,0.85,60.68,255,788.97,9,-17.12,127.47,5,19,0
MAT-2024-0642,2,1,3.37,85.67,0.0,-0.0,85.53,241,411.4,2,-32.95,133.21,6,17,0
MAT-2024-0643,1,0,4.0,89.83,2.1,-0.16,41.87,255,625.49,12,-24.4,119.35,4,10,0
MAT-2024-0644,0,0,2.34,50.33,0.0,-0.28,29.26,243,669.85,4,-2.48,111.1,7,18,1
MAT-2024-0645,2,1,2.44,28.33,9.61,0.1,50.42,245,379.4,7,-25.04,119.77,7,32,1
MAT-2024-0646,0,1,3.26,56.43,21.02,-1.49,80.93,268,462.42,10,-4.39,140.57,5,19,1
MAT-2024-0647,0,1,3.6,62.76,13.81,-2.03,60.47,253,416.08,11,-18.59,126.19,4,21,0
MAT-2024-0648,1,0,2.53,58.41,20.46,-0.31,51.95,243,606.73,8,-17.09,119.38,8,17,1
MAT-2024-0649,2,1,2.83,52.42,18.44,0.37,54.46,221,466.75,2,-14.81,112.78,2,18,0
MAT-2024-0650,1,1,2.88,58.33,4.74,-0.66,70.62,269,500.02,8,28.19,137.25,3,29,0
MAT-2024-0651,1,0,3.28,76.08,19.67,0.29,74.84,277,535.8,3,10.56,143.14,5,13,0
MAT-2024-0652,0,0,2.34,47.0,0.0,-0.9,44.26,245,818.39,13,13.16,116.1,7,16,1
MAT-2024-0653,1,1,2.88,54.82,23.25,0.53,69.3,251,722.62,6,23.71,129.92,4,28,1
MAT-2024-0654,0,2,1.99,44.58,9.77,-0.1,53.45,268,405.43,9,14.22,129.78,2,15,1
MAT-2024-0655,0,1,2.64,51.15,15.03,-0.77,24.29,245,378.35,9,-28.71,108.92,5,24,1
MAT-2024-0656,0,1,2.3,47.08,6.17,-1.33,61.0,257,851.05,5,6.14,129.2,8,21,1
MAT-2024-0657,0,1,3.24,70.48,15.08,-0.74,31.62,251,410.17,7,23.57,114.65,4,22,0
MAT-2024-0658,2,2,1.41,45.22,16.07,0.94,58.29,228,788.24,4,-41.82,116.72,6,21,1
MAT-2024-0659,1,0,3.43,66.22,12.68,-0.12,38.0,238,725.57,7,10.13,112.0,4,27,0
MAT-2024-0660,0,1,3.46,72.38,14.95,2.63,92.73,263,908.76,10,-4.3,143.29,3,17,0
MAT-2024-0661,2,1,1.69,34.67,11.18,0.08,70.88,270,827.82,3,2.08,138.75,4,24,1
MAT-2024-0662,0,1,3.53,71.67,16.39,-0.45,78.35,269,568.87,11,7.13,139.74,4,19,0
MAT-2024-0663,0,1,3.43,69.76,17.04,0.82,68.4,254,651.41,5,-22.48,130.96,8,22,0
MAT-2024-0664,0,2,1.62,35.09,5.82,1.82,39.93,255,570.56,10,19.86,118.97,4,18,1
MAT-2024-0665,1,0,2.73,54.22,22.57,-2.67,28.57,243,523.96,11,29.28,109.43,4,19,1
MAT-2024-0666,2,1,3.29,64.33,4.98,-0.91,27.75,248,581.86,13,3.89,110.7,6,17,1
MAT-2024-0667,0,1,1.97,43.17,31.53,0.17,34.29,226,458.96,7,3.35,105.72,3,17,1
MAT-2024-0668,0,1,3.35,68.0,9.13,-0.82,84.53,277,806.83,3,40.36,147.01,6,18,0
MAT-2024-0669,0,1,2.98,62.13,18.53,-0.1,77.38,253,572.68,13,-14.68,132.55,4,14,0
MAT-2024-0670,2,2,2.23,45.67,0.0,0.24,52.0,252,601.04,9,-7.97,122.8,6,28,1
MAT-2024-0671,1,1,1.51,32.14,11.61,-0.13,50.29,279,881.77,8,37.54,133.12,3,17,1
MAT-2024-0672,0,0,3.27,64.67,24.9,-1.69,48.24,263,797.2,14,12.14,124.7,7,16,0
MAT-2024-0673,1,0,3.31,71.72,4.59,0.81,52.24,263,754.06,14,-24.08,126.3,6,21,0
MAT-2024-0674,1,1,2.53,51.27,26.81,-0.6,75.44,263,814.9,13,13.26,135.78,6,15,1
MAT-2024-0675,0,1,2.97,57.07,12.81,0.4,66.8,280,632.36,3,13.59,141.12,7,18,0
MAT-2024-0676,0,0,3.48,70.0,2.89,-0.17,40.11,244,717.52,6,36.06,115.44,1,23,0
MAT-2024-0677,2,0,2.89,61.58,23.04,0.27,35.61,219,499.73,5,-13.02,103.84,6,18,1
MAT-2024-0678,1,2,1.07,22.75,12.46,0.83,34.68,252,597.55,5,-59.81,116.67,5,17,1
MAT-2024-0679,0,1,3.81,70.03,24.0,-1.18,53.36,252,383.54,9,23.06,123.34,5,27,0
MAT-2024-0680,0,1,2.75,58.56,13.65,-0.39,54.63,264,856.04,5,-17.93,129.45,4,27,1
MAT-2024-0681,0,1,2.43,41.1,31.24,-0.6,62.45,240,717.99,4,-7.34,123.18,4,22,1
MAT-2024-0682,2,0,1.48,28.13,14.68,-1.52,72.33,277,701.04,9,2.69,140.93,7,20,1
MAT-2024-0683,0,1,2.03,38.1,18.33,-0.2,70.49,273,512.98,14,2.05,137.6,4,14,1
MAT-2024-0684,1,2,2.66,51.67,22.46,0.55,42.8,289,493.31,14,10.06,132.92,5,10,1
MAT-2024-0685,1,1,3.78,77.94,8.53,-0.7,39.33,241,773.48,4,54.95,114.33,8,26,0
MAT-2024-0686,2,1,2.04,47.57,10.97,-1.41,33.86,229,501.66,5,-8.41,107.14,6,18,1
MAT-2024-0687,2,0,3.5,80.33,0.0,0.98,82.87,214,703.57,9,-9.44,119.95,5,15,0
MAT-2024-0688,0,1,3.64,72.89,9.08,0.04,30.2,236,574.16,2,4.92,109.08,4,19,0
MAT-2024-0689,0,1,3.53,75.0,8.07,1.21,90.12,232,769.38,5,15.27,130.85,2,24,0
MAT-2024-0690,1,0,2.39,58.89,6.14,2.18,20.97,237,699.93,4,-40.92,105.39,3,17,1
MAT-2024-0691,0,0,3.25,60.25,14.82,-0.11,48.48,294,638.55,6,-21.18,138.79,3,24,0
MAT-2024-0692,0,1,3.18,74.0,6.9,0.19,31.75,256,618.15,2,-6.75,117.7,4,18,0
MAT-2024-0693,2,1,2.81,67.2,5.96,-0.49,83.89,270,552.91,5,48.08,143.56,7,26,0
MAT-2024-0694,0,0,3.55,74.14,18.41,1.05,72.25,248,426.45,9,19.52,129.3,2,25,0
MAT-2024-0695,0,0,3.09,66.8,4.93,-0.22,88.37,242,650.84,9,-3.52,133.35,3,14,0
MAT-2024-0696,2,2,3.9,78.97,11.61,0.04,69.35,239,648.3,13,15.66,123.74,3,17,0
MAT-2024-0697,0,1,3.28,84.67,10.86,-0.82,29.14,229,364.69,13,-6.85,103.66,9,15,0
MAT-2024-0698,0,0,2.96,57.0,9.2,0.83,65.04,257,396.97,6,-24.5,130.62,6,26,0
MAT-2024-0699,0,1,2.31,51.77,18.35,-0.42,59.35,248,503.15,14,16.94,123.14,4,21,1
MAT-2024-0700,1,0,1.75,38.73,5.97,0.44,58.29,261,401.08,1,-6.7,130.52,4,16,1
MAT-2024-0701,0,0,3.04,67.22,7.39,0.28,54.02,237,610.29,8,-30.81,117.81,3,14,0
MAT-2024-0702,1,1,3.44,80.67,3.91,-0.22,61.88,252,538.44,14,2.19,125.75,7,23,0
MAT-2024-0703,1,1,2.41,49.73,7.07,-0.3,61.23,227,552.48,4,25.93,117.49,3,18,1
MAT-2024-0704,0,0,3.67,73.36,6.91,-0.56,55.82,268,840.39,10,-17.31,130.53,7,23,0
MAT-2024-0705,0,2,3.4,63.76,12.88,-2.0,60.7,248,481.53,8,11.53,124.88,5,26,0
MAT-2024-0706,0,1,2.46,63.33,0.0,1.09,75.55,262,569.61,7,12.31,136.62,4,10,0
MAT-2024-0707,0,0,2.97,66.3,7.96,-0.52,27.95,260,738.73,12,-43.76,115.78,5,23,0
MAT-2024-0708,0,0,3.65,82.0,4.84,-0.96,74.09,226,581.18,13,9.47,120.44,3,15,0
MAT-2024-0709,0,2,1.88,38.79,9.03,0.73,76.83,264,842.54,5,-45.75,138.33,6,23,1
MAT-2024-0710,1,1,2.33,49.48,16.62,-0.86,66.78,246,682.06,2,-3.17,127.71,2,21,1
MAT-2024-0711,0,1,3.1,65.0,1.96,-2.38,81.71,260,396.3,13,33.36,137.08,6,16,0
MAT-2024-0712,0,2,3.56,71.87,4.65,-0.62,6.91,237,716.33,1,30.62,100.36,2,17,1
MAT-2024-0713,0,0,2.31,40.11,3.59,1.16,65.75,257,511.89,9,14.62,130.3,5,23,1
MAT-2024-0714,1,0,1.57,29.67,8.9,-1.36,46.66,246,712.71,4,-22.15,119.26,5,20,1
MAT-2024-0715,2,1,2.75,56.93,12.65,0.27,63.52,226,586.42,5,-37.93,117.81,4,21,1
MAT-2024-0716,0,1,2.64,55.81,5.71,-1.07,45.84,236,644.51,5,-16.2,114.74,1,28,1
MAT-2024-0717,1,1,3.64,76.0,7.27,0.58,74.03,248,826.86,9,-28.0,130.01,6,20,0
MAT-2024-0718,0,1,4.0,77.74,6.37,2.06,22.87,248,848.8,5,11.22,110.35,5,21,0
MAT-2024-0719,0,2,3.45,59.2,20.91,0.05,43.72,260,473.99,1,-14.6,124.29,5,18,0
MAT-2024-0720,0,0,2.24,43.36,23.51,-0.08,68.2,240,811.31,11,-15.75,124.08,8,18,1
MAT-2024-0721,1,1,2.79,58.29,25.58,1.67,67.59,266,783.01,7,19.9,135.04,10,21,1
MAT-2024-0722,0,0,2.5,38.9,6.5,-0.25,82.87,244,709.52,2,39.53,133.35,8,23,1
MAT-2024-0723,0,1,2.12,41.22,38.2,-1.2,92.44,264,575.91,5,-4.94,144.58,8,24,1
MAT-2024-0724,0,0,3.16,53.93,11.51,1.6,86.69,249,524.35,5,-52.92,136.28,4,23,0
MAT-2024-0725,2,0,1.79,36.73,22.91,-0.21,38.42,276,511.23,2,-23.78,128.37,9,19,1
MAT-2024-0726,2,1,2.83,50.92,17.5,0.68,62.65,278,815.0,12,2.89,136.86,9,25,0
MAT-2024-0727,0,2,3.3,69.6,10.89,-1.54,59.94,229,794.67,4,46.26,117.78,6,22,1
MAT-2024-0728,0,1,2.54,50.67,0.0,-0.32,71.91,257,397.3,9,-38.68,132.76,5,27,1
