matric_number,course_code,course_title,ca_score_30
MAT-2024-0559,STA 101,Introductory Statistics,20.3
MAT-2024-0559,CSC 101,Introduction to Computer Science,22.6
MAT-2024-0559,GST 102,Nigerian Peoples and Culture,13.8
MAT-2024-0559,CSC 102,Introduction to Problem Solving,17.5
MAT-2024-0559,GST 101,Use of English,18.2
MAT-2024-0559,PHY 102,Practical Physics I,15.9
MAT-2024-0559,CHM 101,General Chemistry I,21.5
MAT-2024-0560,ENG 101,Engineering Mechanics,12.3
MAT-2024-0560,CHM 101,General Chemistry I,12.1
MAT-2024-0560,CSC 102,Introduction to Problem Solving,11.8
MAT-2024-0561,CSC 101,Introduction to Computer Science,21.1
MAT-2024-0561,CSC 102,Introduction to Problem Solving,18.8
MAT-2024-0561,MAT 101,General Mathematics I,11.4
MAT-2024-0562,ENG 101,Engineering Mechanics,12.9
MAT-2024-0562,PHY 102,Practical Physics I,23.2
MAT-2024-0562,MAT 101,General Mathematics I,17.7
MAT-2024-0562,CSC 101,Introduction to Computer Science,14.2
MAT-2024-0562,STA 101,Introductory Statistics,16.4
MAT-2024-0562,GST 101,Use of English,18.3
MAT-2024-0562,GST 102,Nigerian Peoples and Culture,15.8
MAT-2024-0562,CHM 101,General Chemistry I,10.5
MAT-2024-0562,CHM 102,Practical Chemistry I,14.1
MAT-2024-0562,BIO 101,General Biology I,10.7
MAT-2024-0563,STA 101,Introductory Statistics,18.4
MAT-2024-0563,CSC 102,Introduction to Problem Solving,14.8
MAT-2024-0563,PHY 101,General Physics I,13.9
MAT-2024-0564,STA 101,Introductory Statistics,19.1
MAT-2024-0564,MAT 102,General Mathematics II,21.7
MAT-2024-0564,CSC 101,Introduction to Computer Science,16.3
MAT-2024-0564,PHY 101,General Physics I,15.0
MAT-2024-0565,CHM 102,Practical Chemistry I,21.4
MAT-2024-0565,CSC 102,Introduction to Problem Solving,21.3
MAT-2024-0565,STA 101,Introductory Statistics,18.6
MAT-2024-0565,BIO 101,General Biology I,19.0
MAT-2024-0565,MAT 101,General Mathematics I,22.3
MAT-2024-0565,CHM 101,General Chemistry I,15.8
MAT-2024-0565,PHY 101,General Physics I,23.7
MAT-2024-0565,ENG 101,Engineering Mechanics,14.6
MAT-2024-0565,GST 102,Nigerian Peoples and Culture,17.8
MAT-2024-0565,CSC 101,Introduction to Computer Science,20.0
MAT-2024-0565,MAT 102,General Mathematics II,10.9
MAT-2024-0566,CSC 102,Introduction to Problem Solving,10.8
MAT-2024-0566,MAT 101,General Mathematics I,16.2
MAT-2024-0567,ENG 101,Engineering Mechanics,16.8
MAT-2024-0568,CSC 102,Introduction to Problem Solving,11.7
MAT-2024-0568,ENG 101,Engineering Mechanics,8.9
MAT-2024-0568,CSC 101,Introduction to Computer Science,12.9
MAT-2024-0568,MAT 102,General Mathematics II,8.9
MAT-2024-0568,BIO 101,General Biology I,13.8
MAT-2024-0568,PHY 102,Practical Physics I,8.8
MAT-2024-0568,CHM 102,Practical Chemistry I,13.6
MAT-2024-0568,CHM 101,General Chemistry I,7.8
MAT-2024-0569,PHY 101,General Physics I,10.8
MAT-2024-0569,BIO 101,General Biology I,12.8
MAT-2024-0569,PHY 102,Practical Physics I,15.9
MAT-2024-0569,GST 101,Use of English,15.8
MAT-2024-0569,CSC 101,Introduction to Computer Science,3.3
MAT-2024-0569,CSC 102,Introduction to Problem Solving,15.3
MAT-2024-0569,MAT 101,General Mathematics I,13.4
MAT-2024-0570,CHM 101,General Chemistry I,20.0
MAT-2024-0571,STA 101,Introductory Statistics,25.9
MAT-2024-0572,PHY 101,General Physics I,21.1
MAT-2024-0572,MAT 102,General Mathematics II,13.0
MAT-2024-0572,STA 101,Introductory Statistics,9.2
MAT-2024-0572,CSC 101,Introduction to Computer Science,13.8
MAT-2024-0572,ENG 101,Engineering Mechanics,16.0
MAT-2024-0573,CSC 102,Introduction to Problem Solving,20.2
MAT-2024-0573,PHY 101,General Physics I,30.0
MAT-2024-0573,GST 102,Nigerian Peoples and Culture,16.1
MAT-2024-0574,STA 101,Introductory Statistics,13.2
MAT-2024-0574,PHY 102,Practical Physics I,14.1
MAT-2024-0575,BIO 101,General Biology I,14.1
MAT-2024-0575,CSC 102,Introduction to Problem Solving,14.1
MAT-2024-0575,MAT 101,General Mathematics I,7.7
MAT-2024-0575,ENG 101,Engineering Mechanics,12.2
MAT-2024-0575,CSC 101,Introduction to Computer Science,17.2
MAT-2024-0575,PHY 102,Practical Physics I,10.6
MAT-2024-0575,PHY 101,General Physics I,11.9
MAT-2024-0575,CHM 102,Practical Chemistry I,10.4
MAT-2024-0575,STA 101,Introductory Statistics,2.1
MAT-2024-0575,GST 102,Nigerian Peoples and Culture,11.5
MAT-2024-0576,GST 101,Use of English,15.6
MAT-2024-0576,ENG 101,Engineering Mechanics,20.6
MAT-2024-0576,GST 102,Nigerian Peoples and Culture,17.1
MAT-2024-0576,CHM 102,Practical Chemistry I,22.3
MAT-2024-0577,CHM 102,Practical Chemistry I,24.2
MAT-2024-0577,CHM 101,General Chemistry I,25.0
MAT-2024-0577,CSC 102,Introduction to Problem Solving,10.0
MAT-2024-0577,GST 101,Use of English,21.7
MAT-2024-0577,PHY 101,General Physics I,20.1
MAT-2024-0578,ENG 101,Engineering Mechanics,22.2
MAT-2024-0579,GST 102,Nigerian Peoples and Culture,21.8
MAT-2024-0579,BIO 101,General Biology I,22.3
MAT-2024-0579,CSC 101,Introduction to Computer Science,16.0
MAT-2024-0579,MAT 101,General Mathematics I,21.6
MAT-2024-0579,STA 101,Introductory Statistics,22.6
MAT-2024-0579,PHY 102,Practical Physics I,26.7
MAT-2024-0579,GST 101,Use of English,19.5
MAT-2024-0579,CSC 102,Introduction to Problem Solving,29.8
MAT-2024-0579,CHM 102,Practical Chemistry I,21.6
MAT-2024-0579,ENG 101,Engineering Mechanics,16.6
MAT-2024-0580,PHY 101,General Physics I,17.0
MAT-2024-0580,MAT 101,General Mathematics I,19.3
MAT-2024-0580,GST 101,Use of English,19.0
MAT-2024-0580,CSC 101,Introduction to Computer Science,17.6
MAT-2024-0581,CHM 101,General Chemistry I,12.8
MAT-2024-0581,PHY 101,General Physics I,12.9
MAT-2024-0581,BIO 101,General Biology I,7.1
MAT-2024-0581,CSC 102,Introduction to Problem Solving,15.4
MAT-2024-0581,MAT 102,General Mathematics II,22.8
MAT-2024-0581,ENG 101,Engineering Mechanics,11.4
MAT-2024-0581,GST 101,Use of English,20.1
MAT-2024-0581,CHM 102,Practical Chemistry I,19.3
MAT-2024-0581,CSC 101,Introduction to Computer Science,18.1
MAT-2024-0581,MAT 101,General Mathematics I,21.9
MAT-2024-0581,GST 102,Nigerian Peoples and Culture,17.0
MAT-2024-0582,ENG 101,Engineering Mechanics,10.3
MAT-2024-0582,CSC 101,Introduction to Computer Science,9.8
MAT-2024-0582,STA 101,Introductory Statistics,13.2
MAT-2024-0582,MAT 102,General Mathematics II,17.3
MAT-2024-0582,CHM 102,Practical Chemistry I,19.6
MAT-2024-0582,CSC 102,Introduction to Problem Solving,10.7
MAT-2024-0582,GST 101,Use of English,22.2
MAT-2024-0582,MAT 101,General Mathematics I,9.5
MAT-2024-0582,BIO 101,General Biology I,17.9
MAT-2024-0583,BIO 101,General Biology I,16.3
MAT-2024-0583,CHM 101,General Chemistry I,10.3
MAT-2024-0583,GST 101,Use of English,12.4
MAT-2024-0583,CSC 102,Introduction to Problem Solving,14.7
MAT-2024-0583,MAT 101,General Mathematics I,18.4
MAT-2024-0583,CSC 101,Introduction to Computer Science,10.1
MAT-2024-0583,ENG 101,Engineering Mechanics,11.0
MAT-2024-0583,STA 101,Introductory Statistics,12.7
MAT-2024-0584,PHY 101,General Physics I,12.8
MAT-2024-0584,MAT 102,General Mathematics II,13.1
MAT-2024-0584,CHM 102,Practical Chemistry I,13.4
MAT-2024-0584,STA 101,Introductory Statistics,10.0
MAT-2024-0584,GST 102,Nigerian Peoples and Culture,19.6
MAT-2024-0584,ENG 101,Engineering Mechanics,15.8
MAT-2024-0584,BIO 101,General Biology I,13.4
MAT-2024-0584,CHM 101,General Chemistry I,11.0
MAT-2024-0584,CSC 102,Introduction to Problem Solving,9.7
MAT-2024-0584,MAT 101,General Mathematics I,14.7
MAT-2024-0584,PHY 102,Practical Physics I,11.2
MAT-2024-0585,ENG 101,Engineering Mechanics,13.6
MAT-2024-0585,GST 102,Nigerian Peoples and Culture,13.6
MAT-2024-0585,CHM 102,Practical Chemistry I,11.1
MAT-2024-0585,BIO 101,General Biology I,13.9
MAT-2024-0585,GST 101,Use of English,11.4
MAT-2024-0585,PHY 102,Practical Physics I,17.3
MAT-2024-0585,CSC 101,Introduction to Computer Science,5.7
MAT-2024-0585,MAT 101,General Mathematics I,11.7
MAT-2024-0585,CSC 102,Introduction to Problem Solving,14.5
MAT-2024-0586,GST 102,Nigerian Peoples and Culture,19.8
MAT-2024-0587,GST 102,Nigerian Peoples and Culture,15.8
MAT-2024-0587,PHY 102,Practical Physics I,20.6
MAT-2024-0587,CHM 102,Practical Chemistry I,21.4
MAT-2024-0587,CSC 102,Introduction to Problem Solving,15.6
MAT-2024-0587,CSC 101,Introduction to Computer Science,18.7
MAT-2024-0587,PHY 101,General Physics I,13.8
MAT-2024-0587,ENG 101,Engineering Mechanics,19.8
MAT-2024-0587,GST 101,Use of English,18.5
MAT-2024-0587,BIO 101,General Biology I,16.1
MAT-2024-0587,CHM 101,General Chemistry I,18.8
MAT-2024-0588,MAT 102,General Mathematics II,13.7
MAT-2024-0588,GST 101,Use of English,7.4
MAT-2024-0588,CSC 101,Introduction to Computer Science,12.0
MAT-2024-0588,MAT 101,General Mathematics I,7.8
MAT-2024-0589,PHY 101,General Physics I,13.7
MAT-2024-0589,CHM 102,Practical Chemistry I,19.7
MAT-2024-0589,ENG 101,Engineering Mechanics,28.8
MAT-2024-0589,GST 101,Use of English,18.6
MAT-2024-0589,CSC 101,Introduction to Computer Science,18.2
MAT-2024-0589,CHM 101,General Chemistry I,17.8
MAT-2024-0589,GST 102,Nigerian Peoples and Culture,20.7
MAT-2024-0590,PHY 101,General Physics I,20.3
MAT-2024-0590,ENG 101,Engineering Mechanics,18.6
MAT-2024-0591,ENG 101,Engineering Mechanics,18.7
MAT-2024-0591,GST 102,Nigerian Peoples and Culture,30.0
MAT-2024-0591,STA 101,Introductory Statistics,22.7
MAT-2024-0591,CHM 101,General Chemistry I,15.9
MAT-2024-0591,CSC 102,Introduction to Problem Solving,18.4
MAT-2024-0591,BIO 101,General Biology I,23.3
MAT-2024-0591,MAT 102,General Mathematics II,18.7
MAT-2024-0591,MAT 101,General Mathematics I,19.2
MAT-2024-0591,PHY 102,Practical Physics I,25.5
MAT-2024-0592,GST 102,Nigerian Peoples and Culture,19.4
MAT-2024-0592,ENG 101,Engineering Mechanics,21.7
MAT-2024-0592,PHY 101,General Physics I,23.1
MAT-2024-0592,CSC 102,Introduction to Problem Solving,24.5
MAT-2024-0592,CSC 101,Introduction to Computer Science,21.4
MAT-2024-0592,MAT 102,General Mathematics II,19.3
MAT-2024-0592,CHM 101,General Chemistry I,29.5
MAT-2024-0592,PHY 102,Practical Physics I,30.0
MAT-2024-0592,STA 101,Introductory Statistics,23.4
MAT-2024-0592,MAT 101,General Mathematics I,19.8
MAT-2024-0593,PHY 102,Practical Physics I,17.5
MAT-2024-0593,PHY 101,General Physics I,16.6
MAT-2024-0594,GST 102,Nigerian Peoples and Culture,16.9
MAT-2024-0594,STA 101,Introductory Statistics,18.2
MAT-2024-0594,ENG 101,Engineering Mechanics,21.5
MAT-2024-0594,CHM 101,General Chemistry I,13.5
MAT-2024-0594,CHM 102,Practical Chemistry I,19.9
MAT-2024-0595,BIO 101,General Biology I,16.0
MAT-2024-0595,PHY 102,Practical Physics I,20.6
MAT-2024-0595,CSC 102,Introduction to Problem Solving,17.7
MAT-2024-0595,MAT 102,General Mathematics II,21.5
MAT-2024-0595,MAT 101,General Mathematics I,14.1
MAT-2024-0595,CSC 101,Introduction to Computer Science,21.4
MAT-2024-0595,CHM 102,Practical Chemistry I,20.3
MAT-2024-0595,GST 101,Use of English,12.6
MAT-2024-0595,PHY 101,General Physics I,24.6
MAT-2024-0595,STA 101,Introductory Statistics,20.0
MAT-2024-0595,GST 102,Nigerian Peoples and Culture,21.7
MAT-2024-0596,STA 101,Introductory Statistics,10.9
MAT-2024-0596,CSC 102,Introduction to Problem Solving,13.0
MAT-2024-0596,GST 101,Use of English,7.2
MAT-2024-0596,MAT 101,General Mathematics I,19.7
MAT-2024-0596,BIO 101,General Biology I,13.8
MAT-2024-0596,CHM 101,General Chemistry I,11.4
MAT-2024-0596,CSC 101,Introduction to Computer Science,17.2
MAT-2024-0597,STA 101,Introductory Statistics,9.2
MAT-2024-0598,CHM 101,General Chemistry I,12.3
MAT-2024-0598,MAT 102,General Mathematics II,12.2
MAT-2024-0598,BIO 101,General Biology I,19.7
MAT-2024-0598,PHY 101,General Physics I,13.8
MAT-2024-0598,GST 101,Use of English,21.0
MAT-2024-0599,CHM 101,General Chemistry I,20.0
MAT-2024-0599,CSC 102,Introduction to Problem Solving,22.4
MAT-2024-0599,BIO 101,General Biology I,15.3
MAT-2024-0600,CHM 101,General Chemistry I,17.0
MAT-2024-0600,CSC 102,Introduction to Problem Solving,11.2
MAT-2024-0600,ENG 101,Engineering Mechanics,13.3
MAT-2024-0600,PHY 102,Practical Physics I,16.0
MAT-2024-0600,PHY 101,General Physics I,13.4
MAT-2024-0600,GST 101,Use of English,12.1
MAT-2024-0601,GST 101,Use of English,17.7
MAT-2024-0601,ENG 101,Engineering Mechanics,28.8
MAT-2024-0601,BIO 101,General Biology I,22.2
MAT-2024-0601,GST 102,Nigerian Peoples and Culture,20.7
MAT-2024-0601,STA 101,Introductory Statistics,18.9
MAT-2024-0601,MAT 101,General Mathematics I,18.5
MAT-2024-0601,CHM 101,General Chemistry I,25.2
MAT-2024-0601,PHY 101,General Physics I,27.5
MAT-2024-0602,CHM 101,General Chemistry I,18.0
MAT-2024-0602,CSC 102,Introduction to Problem Solving,26.5
MAT-2024-0603,ENG 101,Engineering Mechanics,17.7
MAT-2024-0603,CSC 101,Introduction to Computer Science,19.4
MAT-2024-0603,GST 102,Nigerian Peoples and Culture,18.1
MAT-2024-0603,PHY 102,Practical Physics I,14.2
MAT-2024-0603,MAT 101,General Mathematics I,13.1
MAT-2024-0603,CSC 102,Introduction to Problem Solving,20.1
MAT-2024-0603,PHY 101,General Physics I,23.4
MAT-2024-0603,MAT 102,General Mathematics II,10.8
MAT-2024-0603,CHM 102,Practical Chemistry I,11.6
MAT-2024-0604,MAT 101,General Mathematics I,20.0
MAT-2024-0604,BIO 101,General Biology I,19.5
MAT-2024-0604,MAT 102,General Mathematics II,24.0
MAT-2024-0604,STA 101,Introductory Statistics,14.8
MAT-2024-0605,CHM 101,General Chemistry I,10.7
MAT-2024-0605,STA 101,Introductory Statistics,13.4
MAT-2024-0605,BIO 101,General Biology I,20.4
MAT-2024-0605,GST 102,Nigerian Peoples and Culture,23.2
MAT-2024-0606,CHM 102,Practical Chemistry I,15.3
MAT-2024-0606,PHY 101,General Physics I,19.1
MAT-2024-0606,MAT 102,General Mathematics II,25.9
MAT-2024-0606,MAT 101,General Mathematics I,17.5
MAT-2024-0606,GST 101,Use of English,19.4
MAT-2024-0606,STA 101,Introductory Statistics,24.7
MAT-2024-0606,GST 102,Nigerian Peoples and Culture,24.4
MAT-2024-0607,BIO 101,General Biology I,13.8
MAT-2024-0607,CSC 101,Introduction to Computer Science,9.2
MAT-2024-0607,MAT 102,General Mathematics II,14.7
MAT-2024-0607,PHY 102,Practical Physics I,13.7
MAT-2024-0607,GST 102,Nigerian Peoples and Culture,15.4
MAT-2024-0607,STA 101,Introductory Statistics,17.7
MAT-2024-0607,CSC 102,Introduction to Problem Solving,11.7
MAT-2024-0607,PHY 101,General Physics I,9.4
MAT-2024-0607,ENG 101,Engineering Mechanics,16.2
MAT-2024-0607,MAT 101,General Mathematics I,16.1
MAT-2024-0608,MAT 101,General Mathematics I,13.7
MAT-2024-0608,ENG 101,Engineering Mechanics,17.9
MAT-2024-0608,MAT 102,General Mathematics II,23.3
MAT-2024-0608,CSC 101,Introduction to Computer Science,14.1
MAT-2024-0608,GST 101,Use of English,15.5
MAT-2024-0609,CHM 102,Practical Chemistry I,9.1
MAT-2024-0609,GST 101,Use of English,17.8
MAT-2024-0609,MAT 102,General Mathematics II,16.9
MAT-2024-0609,CSC 102,Introduction to Problem Solving,8.9
MAT-2024-0610,CHM 102,Practical Chemistry I,11.8
MAT-2024-0610,ENG 101,Engineering Mechanics,11.0
MAT-2024-0610,GST 102,Nigerian Peoples and Culture,14.7
MAT-2024-0610,MAT 101,General Mathematics I,10.0
MAT-2024-0610,PHY 102,Practical Physics I,10.6
MAT-2024-0611,CSC 101,Introduction to Computer Science,19.9
MAT-2024-0611,CHM 102,Practical Chemistry I,20.7
MAT-2024-0611,MAT 102,General Mathematics II,17.2
MAT-2024-0611,PHY 102,Practical Physics I,21.3
MAT-2024-0611,MAT 101,General Mathematics I,22.4
MAT-2024-0611,GST 101,Use of English,25.2
MAT-2024-0611,CSC 102,Introduction to Problem Solving,20.6
MAT-2024-0611,CHM 101,General Chemistry I,17.1
MAT-2024-0612,CSC 102,Introduction to Problem Solving,22.2
MAT-2024-0612,MAT 102,General Mathematics II,12.3
MAT-2024-0612,CHM 102,Practical Chemistry I,22.2
MAT-2024-0612,CHM 101,General Chemistry I,17.4
MAT-2024-0612,ENG 101,Engineering Mechanics,24.0
MAT-2024-0613,STA 101,Introductory Statistics,20.3
MAT-2024-0613,BIO 101,General Biology I,23.6
MAT-2024-0613,CHM 101,General Chemistry I,19.6
MAT-2024-0613,GST 101,Use of English,12.7
MAT-2024-0613,CSC 102,Introduction to Problem Solving,18.2
MAT-2024-0613,CHM 102,Practical Chemistry I,18.8
MAT-2024-0613,MAT 102,General Mathematics II,22.6
MAT-2024-0614,PHY 102,Practical Physics I,8.5
MAT-2024-0614,ENG 101,Engineering Mechanics,9.7
MAT-2024-0614,MAT 102,General Mathematics II,7.7
MAT-2024-0614,PHY 101,General Physics I,14.5
MAT-2024-0614,MAT 101,General Mathematics I,14.5
MAT-2024-0614,STA 101,Introductory Statistics,16.4
MAT-2024-0614,CHM 101,General Chemistry I,11.5
MAT-2024-0614,BIO 101,General Biology I,10.2
MAT-2024-0614,CSC 102,Introduction to Problem Solving,8.3
MAT-2024-0615,CHM 101,General Chemistry I,23.3
MAT-2024-0615,MAT 102,General Mathematics II,18.6
MAT-2024-0615,CHM 102,Practical Chemistry I,15.5
MAT-2024-0615,PHY 101,General Physics I,17.8
MAT-2024-0615,BIO 101,General Biology I,17.2
MAT-2024-0615,PHY 102,Practical Physics I,17.4
MAT-2024-0615,CSC 101,Introduction to Computer Science,16.9
MAT-2024-0615,ENG 101,Engineering Mechanics,16.9
MAT-2024-0615,STA 101,Introductory Statistics,11.8
MAT-2024-0615,CSC 102,Introduction to Problem Solving,19.9
MAT-2024-0616,CHM 102,Practical Chemistry I,19.9
MAT-2024-0616,CSC 102,Introduction to Problem Solving,17.4
MAT-2024-0616,MAT 102,General Mathematics II,25.5
MAT-2024-0616,CHM 101,General Chemistry I,22.4
MAT-2024-0616,GST 101,Use of English,25.5
MAT-2024-0617,GST 102,Nigerian Peoples and Culture,8.4
MAT-2024-0617,GST 101,Use of English,9.8
MAT-2024-0617,MAT 101,General Mathematics I,15.2
MAT-2024-0618,ENG 101,Engineering Mechanics,9.8
MAT-2024-0618,CHM 102,Practical Chemistry I,18.5
MAT-2024-0618,STA 101,Introductory Statistics,10.1
MAT-2024-0618,CSC 101,Introduction to Computer Science,16.3
MAT-2024-0618,MAT 101,General Mathematics I,8.0
MAT-2024-0618,BIO 101,General Biology I,13.1
MAT-2024-0618,PHY 102,Practical Physics I,17.9
MAT-2024-0618,MAT 102,General Mathematics II,6.9
MAT-2024-0618,GST 101,Use of English,12.2
MAT-2024-0618,CHM 101,General Chemistry I,7.4
MAT-2024-0619,CSC 102,Introduction to Problem Solving,19.3
MAT-2024-0619,MAT 101,General Mathematics I,27.5
MAT-2024-0619,PHY 102,Practical Physics I,20.0
MAT-2024-0619,CHM 102,Practical Chemistry I,22.8
MAT-2024-0619,GST 101,Use of English,17.0
MAT-2024-0619,STA 101,Introductory Statistics,22.0
MAT-2024-0619,BIO 101,General Biology I,21.1
MAT-2024-0620,CHM 102,Practical Chemistry I,14.2
MAT-2024-0620,GST 102,Nigerian Peoples and Culture,12.8
MAT-2024-0620,MAT 102,General Mathematics II,17.3
MAT-2024-0620,BIO 101,General Biology I,15.9
MAT-2024-0621,STA 101,Introductory Statistics,17.6
MAT-2024-0621,GST 102,Nigerian Peoples and Culture,20.6
MAT-2024-0621,CHM 101,General Chemistry I,20.6
MAT-2024-0621,CSC 101,Introduction to Computer Science,21.0
MAT-2024-0621,CSC 102,Introduction to Problem Solving,21.4
MAT-2024-0621,PHY 102,Practical Physics I,25.0
MAT-2024-0621,BIO 101,General Biology I,18.2
MAT-2024-0621,MAT 101,General Mathematics I,17.8
MAT-2024-0621,GST 101,Use of English,26.1
MAT-2024-0621,PHY 101,General Physics I,19.3
MAT-2024-0621,ENG 101,Engineering Mechanics,16.1
MAT-2024-0622,CSC 102,Introduction to Problem Solving,18.7
MAT-2024-0622,GST 102,Nigerian Peoples and Culture,16.5
MAT-2024-0622,CSC 101,Introduction to Computer Science,21.2
MAT-2024-0622,STA 101,Introductory Statistics,11.4
MAT-2024-0622,PHY 101,General Physics I,18.0
MAT-2024-0623,STA 101,Introductory Statistics,14.5
MAT-2024-0623,GST 101,Use of English,12.1
MAT-2024-0623,CHM 101,General Chemistry I,10.6
MAT-2024-0623,ENG 101,Engineering Mechanics,17.6
MAT-2024-0624,STA 101,Introductory Statistics,20.3
MAT-2024-0624,CHM 101,General Chemistry I,20.4
MAT-2024-0624,PHY 102,Practical Physics I,20.8
MAT-2024-0624,CSC 102,Introduction to Problem Solving,16.2
MAT-2024-0624,BIO 101,General Biology I,15.8
MAT-2024-0624,PHY 101,General Physics I,11.3
MAT-2024-0625,MAT 101,General Mathematics I,17.0
MAT-2024-0625,CHM 102,Practical Chemistry I,23.7
MAT-2024-0625,PHY 102,Practical Physics I,19.2
MAT-2024-0625,CSC 102,Introduction to Problem Solving,19.0
MAT-2024-0625,PHY 101,General Physics I,20.6
MAT-2024-0625,BIO 101,General Biology I,18.9
MAT-2024-0625,GST 102,Nigerian Peoples and Culture,19.2
MAT-2024-0625,CHM 101,General Chemistry I,18.2
MAT-2024-0626,CHM 102,Practical Chemistry I,20.2
MAT-2024-0626,ENG 101,Engineering Mechanics,14.6
MAT-2024-0627,CHM 101,General Chemistry I,11.2
MAT-2024-0627,ENG 101,Engineering Mechanics,19.7
MAT-2024-0627,MAT 101,General Mathematics I,10.4
MAT-2024-0627,CSC 101,Introduction to Computer Science,20.0
MAT-2024-0627,PHY 102,Practical Physics I,10.9
MAT-2024-0627,GST 101,Use of English,4.3
MAT-2024-0627,GST 102,Nigerian Peoples and Culture,11.6
MAT-2024-0627,BIO 101,General Biology I,15.9
MAT-2024-0627,MAT 102,General Mathematics II,19.2
MAT-2024-0628,CSC 101,Introduction to Computer Science,20.5
MAT-2024-0628,STA 101,Introductory Statistics,17.7
MAT-2024-0628,MAT 102,General Mathematics II,13.0
MAT-2024-0628,PHY 101,General Physics I,21.1
MAT-2024-0628,BIO 101,General Biology I,13.7
MAT-2024-0628,CSC 102,Introduction to Problem Solving,18.2
MAT-2024-0628,GST 102,Nigerian Peoples and Culture,16.8
MAT-2024-0628,PHY 102,Practical Physics I,21.7
MAT-2024-0629,CHM 102,Practical Chemistry I,26.0
MAT-2024-0629,MAT 101,General Mathematics I,13.9
MAT-2024-0629,CSC 102,Introduction to Problem Solving,22.3
MAT-2024-0629,BIO 101,General Biology I,23.2
MAT-2024-0629,CHM 101,General Chemistry I,20.8
MAT-2024-0629,GST 101,Use of English,15.4
MAT-2024-0630,PHY 102,Practical Physics I,21.5
MAT-2024-0630,CSC 101,Introduction to Computer Science,19.8
MAT-2024-0630,BIO 101,General Biology I,23.8
MAT-2024-0631,CSC 101,Introduction to Computer Science,9.0
MAT-2024-0631,PHY 102,Practical Physics I,20.2
MAT-2024-0632,CHM 102,Practical Chemistry I,13.8
MAT-2024-0632,ENG 101,Engineering Mechanics,15.8
MAT-2024-0632,CSC 102,Introduction to Problem Solving,19.0
MAT-2024-0632,MAT 102,General Mathematics II,15.9
MAT-2024-0632,BIO 101,General Biology I,17.3
MAT-2024-0632,PHY 102,Practical Physics I,14.8
MAT-2024-0632,MAT 101,General Mathematics I,16.7
MAT-2024-0633,GST 102,Nigerian Peoples and Culture,14.8
MAT-2024-0634,CSC 102,Introduction to Problem Solving,6.8
MAT-2024-0634,STA 101,Introductory Statistics,13.3
MAT-2024-0634,MAT 101,General Mathematics I,9.8
MAT-2024-0634,MAT 102,General Mathematics II,19.2
MAT-2024-0635,GST 101,Use of English,18.3
MAT-2024-0635,MAT 101,General Mathematics I,20.7
MAT-2024-0635,CHM 102,Practical Chemistry I,14.0
MAT-2024-0635,CSC 102,Introduction to Problem Solving,18.7
MAT-2024-0635,MAT 102,General Mathematics II,19.9
MAT-2024-0635,GST 102,Nigerian Peoples and Culture,16.4
MAT-2024-0635,STA 101,Introductory Statistics,19.9
MAT-2024-0635,CSC 101,Introduction to Computer Science,20.3
MAT-2024-0635,ENG 101,Engineering Mechanics,16.3
MAT-2024-0636,PHY 101,General Physics I,24.8
MAT-2024-0636,ENG 101,Engineering Mechanics,13.0
MAT-2024-0636,GST 102,Nigerian Peoples and Culture,10.4
MAT-2024-0637,CHM 101,General Chemistry I,20.5
MAT-2024-0637,CSC 101,Introduction to Computer Science,27.2
MAT-2024-0637,PHY 101,General Physics I,28.8
MAT-2024-0637,MAT 101,General Mathematics I,27.8
MAT-2024-0637,MAT 102,General Mathematics II,21.6
MAT-2024-0637,GST 102,Nigerian Peoples and Culture,21.8
MAT-2024-0637,GST 101,Use of English,19.1
MAT-2024-0637,STA 101,Introductory Statistics,24.3
MAT-2024-0637,BIO 101,General Biology I,27.7
MAT-2024-0637,CSC 102,Introduction to Problem Solving,25.5
MAT-2024-0638,CHM 102,Practical Chemistry I,27.3
MAT-2024-0638,CSC 101,Introduction to Computer Science,27.5
MAT-2024-0638,STA 101,Introductory Statistics,25.8
MAT-2024-0638,BIO 101,General Biology I,26.8
MAT-2024-0638,MAT 102,General Mathematics II,25.2
MAT-2024-0638,GST 101,Use of English,20.7
MAT-2024-0638,PHY 101,General Physics I,30.0
MAT-2024-0639,MAT 101,General Mathematics I,12.1
MAT-2024-0639,GST 101,Use of English,14.0
MAT-2024-0639,CSC 102,Introduction to Problem Solving,9.7
MAT-2024-0639,CSC 101,Introduction to Computer Science,12.8
MAT-2024-0639,CHM 102,Practical Chemistry I,17.2
MAT-2024-0639,MAT 102,General Mathematics II,18.2
MAT-2024-0639,CHM 101,General Chemistry I,17.4
MAT-2024-0640,CSC 101,Introduction to Computer Science,13.5
MAT-2024-0640,PHY 101,General Physics I,18.9
MAT-2024-0640,STA 101,Introductory Statistics,12.2
MAT-2024-0640,MAT 101,General Mathematics I,22.5
MAT-2024-0640,ENG 101,Engineering Mechanics,15.6
MAT-2024-0640,CHM 101,General Chemistry I,12.4
MAT-2024-0640,GST 102,Nigerian Peoples and Culture,16.0
MAT-2024-0640,BIO 101,General Biology I,18.8
MAT-2024-0640,CHM 102,Practical Chemistry I,18.0
MAT-2024-0641,PHY 102,Practical Physics I,19.1
MAT-2024-0642,CHM 102,Practical Chemistry I,25.7
MAT-2024-0643,CHM 102,Practical Chemistry I,25.5
MAT-2024-0643,MAT 101,General Mathematics I,28.4
